model,seed,bs,lr,model_loc,fold,epoch,set_type,loss,acc,prec,rec,f1,fn,fp,tn,tp
bert,281,21,5e-05,models/checkpoints/bert_tokclf_baseline/bert_281_bs21_lr5e-05_ffan_ep2,fan,,dev,0.20713055315975318,0.9186432637571158,0.0958904109589041,0.2296718972895863,0.13529411764705881,1080,3036,46154,322
bert,281,21,5e-05,,fan,,test,,0.9191951453209837,0.0951974992895709,0.2793994995829858,0.1420093259855871,864,3184,45713,335
bert,281,21,5e-05,models/checkpoints/bert_tokclf_baseline/bert_281_bs21_lr5e-05_f1_ep2,1,,dev,0.25170901606439566,0.9016931369321922,0.07521425349571494,0.32970835392980724,0.12248645670737308,1356,8201,86992,667
bert,281,21,5e-05,,1,,test,,0.901878343329551,0.09577625570776256,0.3223203995389935,0.14767226964710026,1764,7921,88180,839
bert,281,21,5e-05,models/checkpoints/bert_tokclf_baseline/bert_281_bs21_lr5e-05_f2_ep4,2,,dev,0.12193146261453972,0.9054850867239423,0.08471227463571253,0.263542066845947,0.1282123166059247,1917,7412,88689,686
bert,281,21,5e-05,,2,,test,,0.8749110531309298,0.09565144109219618,0.3707938582162692,0.15207342399678433,1926,10731,87392,1135
bert,281,21,5e-05,models/checkpoints/bert_tokclf_baseline/bert_281_bs21_lr5e-05_f3_ep2,3,,dev,0.24217524043112798,0.8709479759645794,0.0937830150345388,0.37700098007187194,0.15020174411037354,1907,11151,86972,1154
bert,281,21,5e-05,,3,,test,,0.9050993809058325,0.08831602816565222,0.3056588186699711,0.13703703703703704,1681,7639,88148,740
bert,281,21,5e-05,models/checkpoints/bert_tokclf_baseline/bert_281_bs21_lr5e-05_f4_ep3,4,,dev,0.15480662001528186,0.9223790322580645,0.0702247191011236,0.1755472945064023,0.10031865927062433,1996,5627,90160,425
bert,281,21,5e-05,,4,,test,,0.9359405488437746,0.09930465015210778,0.18397745571658616,0.12898673440587075,2027,4145,89719,457
bert,281,21,5e-05,models/checkpoints/bert_tokclf_baseline/bert_281_bs21_lr5e-05_f5_ep4,5,,dev,0.10727537131456077,0.9356395566072986,0.12688215217827745,0.25442834138486314,0.16932350971198926,1852,4349,89515,632
bert,281,21,5e-05,,5,,test,,0.9347120522461904,0.09442870632672333,0.21710811984368214,0.13161358252171626,1803,4795,93962,500
bert,281,21,5e-05,models/checkpoints/bert_tokclf_baseline/bert_281_bs21_lr5e-05_f6_ep4,6,,dev,0.10040679168014321,0.970878685929151,0.1774193548387097,0.07642205818497612,0.10682852807283763,2127,816,97941,176
bert,281,21,5e-05,,6,,test,,0.9718703201521836,0.0683090705487122,0.030363364858138377,0.04203997243280496,1948,832,95987,61
bert,281,21,5e-05,models/checkpoints/bert_tokclf_baseline/bert_281_bs21_lr5e-05_f7_ep2,7,,dev,0.24214513111309927,0.9641599546687174,0.11884634510193934,0.11896465903434544,0.11890547263681592,1770,1772,95047,239
bert,281,21,5e-05,,7,,test,,0.9546243364638628,0.11035111719106247,0.08845029239766082,0.09819435991073241,2494,1951,93273,242
bert,281,21,5e-05,models/checkpoints/bert_tokclf_baseline/bert_281_bs21_lr5e-05_f8_ep3,8,,dev,0.19711156499678972,0.9630053082890976,0.11986301369863013,0.05116959064327485,0.07172131147540983,2596,1028,94196,140
bert,281,21,5e-05,,8,,test,,0.9600522775166154,0.09427443237907206,0.0830795998260113,0.08832369942196532,2108,1835,94570,191
bert,281,21,5e-05,models/checkpoints/bert_tokclf_baseline/bert_281_bs21_lr5e-05_f9_ep3,9,,dev,0.14630160922656374,0.9419476414329713,0.06972661148733383,0.12092214006089604,0.08845052497613747,2021,3709,92696,278
bert,281,21,5e-05,,9,,test,,0.9479686456327846,0.10980166714573153,0.14794732765298219,0.1260518066325689,2200,3097,96125,382
bert,281,21,5e-05,models/checkpoints/bert_tokclf_baseline/bert_281_bs21_lr5e-05_f10_ep3,10,,dev,0.13897618626268873,0.9418686888530903,0.09807228915662651,0.1576297443841983,0.12091503267973856,2175,3743,95479,407
bert,281,21,5e-05,,10,,test,,0.941604262672811,0.053955078125,0.1092436974789916,0.07223402516751103,1802,3875,91318,221
