model,seed,bs,lr,model_loc,fold,epoch,set_type,loss,acc,prec,rec,f1,fn,fp,tn,tp
bert,132,16,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs16_lr3e-05_ffan_ep4,fan,,dev,0.06298815126472357,0.9513757115749526,0.14353099730458221,0.15192582025677603,0.14760914760914762,1189,1271,47919,213
bert,132,16,3e-05,,fan,,test,,0.948159533695305,0.12459720730397422,0.19349457881567975,0.1515844495262986,967,1630,47267,232
bert,132,16,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs16_lr3e-05_f1_ep2,1,,dev,0.24145534979249175,0.9621050032916393,0.13430206957287538,0.15076618882847256,0.14205868653935722,1718,1966,93227,305
bert,132,16,3e-05,,1,,test,,0.9631423245258551,0.25060240963855424,0.19976949673453706,0.22231722958529285,2083,1555,94546,520
bert,132,16,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs16_lr3e-05_f2_ep4,2,,dev,0.10896984253030266,0.8905718106662344,0.07898520953163517,0.29542835190165195,0.12464543317935003,1834,8967,87134,769
bert,132,16,3e-05,,2,,test,,0.8781625553447185,0.09308860981821375,0.3462920614178373,0.1467331118493909,2001,10327,87796,1060
bert,132,16,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs16_lr3e-05_f3_ep2,3,,dev,0.22949871994592344,0.9220528937381404,0.18341642613487275,0.4567134923227703,0.2617242347655153,1663,6224,91899,1398
bert,132,16,3e-05,,3,,test,,0.9388339035516455,0.15782442748091602,0.3415943824865758,0.21589870774050385,1594,4413,91374,827
bert,132,16,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs16_lr3e-05_f4_ep1,4,,dev,0.3201357248074322,0.9612557021831215,0.19515418502202644,0.18298223874432054,0.18887230867618846,1978,1827,93960,443
bert,132,16,3e-05,,4,,test,,0.9611927595798564,0.23033949290932532,0.21578099838969403,0.22282269798378715,1948,1791,92073,536
bert,132,16,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs16_lr3e-05_f5_ep4,5,,dev,0.08220057379250648,0.943724830821605,0.1441375968992248,0.23953301127214172,0.17997580157289775,1889,3533,90331,595
bert,132,16,3e-05,,5,,test,,0.9411834553730457,0.10085507564130673,0.19973947025618757,0.13403263403263405,1843,4101,94656,460
bert,132,16,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs16_lr3e-05_f6_ep4,6,,dev,0.10437852173359752,0.9653671086483278,0.15819531696173614,0.12027789839339992,0.13665515540207204,2026,1474,97283,277
bert,132,16,3e-05,,6,,test,,0.9641295988990974,0.10534429599177801,0.10204081632653061,0.10366624525916561,1804,1741,95078,205
bert,132,16,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs16_lr3e-05_f7_ep3,7,,dev,0.13266257750685326,0.9575019225320759,0.11276069282431955,0.15878546540567445,0.13187267465895,1690,2510,94309,319
bert,132,16,3e-05,,7,,test,,0.9405165373621887,0.11468461730241834,0.16812865497076024,0.1363568993626797,2276,3551,91673,460
bert,132,16,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs16_lr3e-05_f8_ep2,8,,dev,0.24637246113270522,0.9609942833809718,0.15467854869509867,0.08881578947368421,0.11283956350127698,2493,1328,93896,243
bert,132,16,3e-05,,8,,test,,0.9564151402172151,0.1233546446032343,0.14267072640278383,0.13231141589350545,1971,2331,94074,328
bert,132,16,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs16_lr3e-05_f9_ep4,9,,dev,0.0989376133817936,0.9527577403144756,0.07995735607675906,0.09786863853849499,0.08801095247408568,2074,2589,93816,225
bert,132,16,3e-05,,9,,test,,0.9631153982161801,0.1071667782987274,0.061967467079783116,0.0785276073619632,2422,1333,97889,160
bert,132,16,3e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs16_lr3e-05_f10_ep3,10,,dev,0.12412268328153643,0.9464461121370477,0.12016940179989412,0.1758326878388846,0.14276729559748427,2128,3324,95898,454
bert,132,16,3e-05,,10,,test,,0.9438055464121132,0.0831313620940378,0.1695501730103806,0.11156285574890225,1680,3783,91410,343
