model,seed,bs,lr,model_loc,fold,epoch,set_type,loss,acc,prec,rec,f1,fn,fp,tn,tp
bert,132,24,2e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr2e-05_ffan_ep4,fan,,dev,0.09960049930183838,0.9438448766603416,0.13083632632119035,0.1818830242510699,0.1521933751119069,1147,1694,47496,255
bert,132,24,2e-05,,fan,,test,,0.9468221015649952,0.15464403583215464,0.2735613010842369,0.19759036144578312,871,1793,47104,328
bert,132,24,2e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr2e-05_f1_ep2,1,,dev,0.25635559819917775,0.9692643186306781,0.19247928616953475,0.14928324270884824,0.16815144766146994,1721,1267,93926,302
bert,132,24,2e-05,,1,,test,,0.9675089155454693,0.22743682310469315,0.0968113714944295,0.13581244947453516,2351,856,95245,252
bert,132,24,2e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr2e-05_f2_ep3,2,,dev,0.1720543853322366,0.9375506565083482,0.13685498674281052,0.2577794852093738,0.17879030109245933,1932,4232,91869,671
bert,132,24,2e-05,,2,,test,,0.9249387254901961,0.13669871794871793,0.2786671022541653,0.18342113751209543,2208,5387,92736,853
bert,132,24,2e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr2e-05_f3_ep2,3,,dev,0.25513946172550206,0.8652454933586338,0.11050537792839252,0.4900359359686377,0.18034265103697023,1561,12074,86049,1500
bert,132,24,2e-05,,3,,test,,0.8879826490713587,0.09748545693375868,0.4291615035109459,0.1588806483676122,1382,9619,86168,1039
bert,132,24,2e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr2e-05_f4_ep1,4,,dev,0.3287016542823012,0.9622739491691105,0.17510121457489877,0.1429161503510946,0.15738003183989083,2075,1630,94157,346
bert,132,24,2e-05,,4,,test,,0.9657906754680948,0.27191011235955054,0.19484702093397746,0.22701688555347094,2000,1296,92568,484
bert,132,24,2e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr2e-05_f5_ep3,5,,dev,0.16621766926909096,0.9542180429277204,0.18808675946908385,0.23389694041867956,0.2085052933787906,1903,2508,91356,581
bert,132,24,2e-05,,5,,test,,0.9567979418167425,0.1280201947349441,0.15414676508901434,0.13987391646966116,1948,2418,96339,355
bert,132,24,2e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr2e-05_f6_ep4,6,,dev,0.09647625992582284,0.943429645754997,0.10577367205542725,0.19887103777681286,0.1380973918287351,1845,3872,94885,458
bert,132,24,2e-05,,6,,test,,0.9499433358967094,0.06870229007633588,0.11647585863613738,0.08642659279778395,1775,3172,93647,234
bert,132,24,2e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr2e-05_f7_ep2,7,,dev,0.26007290873048683,0.9733678714534343,0.1785345717234262,0.08611249377799901,0.11618535930154465,1836,796,96023,173
bert,132,24,2e-05,,7,,test,,0.9648632094732544,0.166351606805293,0.06432748538011696,0.09277807063784924,2560,882,94342,176
bert,132,24,2e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr2e-05_f8_ep4,8,,dev,0.10817179782752101,0.9505104124132299,0.10060514372163389,0.09722222222222222,0.09888475836431226,2470,2378,92846,266
bert,132,24,2e-05,,8,,test,,0.9482797049764954,0.09868421052631579,0.15006524575902566,0.11906816220880069,1954,3151,93254,345
bert,132,24,2e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr2e-05_f9_ep3,9,,dev,0.1793646544771255,0.9230730264224347,0.07471079691516709,0.20226185297955632,0.1091165082717353,1834,5759,90646,465
bert,132,24,2e-05,,9,,test,,0.931554752269066,0.09162011173184358,0.19054996127033308,0.1237424547283702,2090,4878,94344,492
bert,132,24,2e-05,models/checkpoints/bert_tokclf_baseline/bert_132_bs24_lr2e-05_f10_ep3,10,,dev,0.16845520133068576,0.9567109347373384,0.16684921504198613,0.17699457784663053,0.17177222326630334,2125,2282,96940,457
bert,132,24,2e-05,,10,,test,,0.9494219058591178,0.09216459977452085,0.16164112703905092,0.11739364566505114,1696,3221,91972,327
