model,seed,bs,lr,model_loc,fold,epoch,set_type,loss,acc,prec,rec,f1,fn,fp,tn,tp
bert,45362,16,2e-05,,fan,,dev,,,,,0,,,,
bert,45362,16,2e-05,,fan,,test,,0.9553457361865219,0.1562913907284768,0.19683069224353628,0.17423403469915097,963.0,1274.0,47623.0,236.0
bert,45362,16,2e-05,,1,,dev,,,,,0,,,,
bert,45362,16,2e-05,,1,,test,,0.9467802723293889,0.15973292244478685,0.23895505186323474,0.1914729875327074,1981.0,3272.0,92829.0,622.0
bert,45362,16,2e-05,,2,,dev,,,,,0,,,,
bert,45362,16,2e-05,,2,,test,,0.8608475648323846,0.09811073017725581,0.4393988892518785,0.1604054859868813,1716.0,12364.0,85759.0,1345.0
bert,45362,16,2e-05,,3,,dev,,,,,0,,,,
bert,45362,16,2e-05,,3,,test,,0.8950187357445422,0.08967023821907834,0.3560512185047501,0.1432607611766661,1559.0,8751.0,87036.0,862.0
bert,45362,16,2e-05,,4,,dev,,,,,0,,,,
bert,45362,16,2e-05,,4,,test,,0.9574044090173123,0.22011057360055286,0.25644122383252815,0.23689103756043137,1847.0,2257.0,91607.0,637.0
bert,45362,16,2e-05,,5,,dev,,,,,0,,,,
bert,45362,16,2e-05,,5,,test,,0.9574510191965169,0.18027537624079412,0.2444637429439861,0.20751935127165497,1740.0,2560.0,96197.0,563.0
bert,45362,16,2e-05,,6,,dev,,,,,0,,,,
bert,45362,16,2e-05,,6,,test,,0.9696442303800542,0.11678267594740913,0.07516177202588352,0.09145972138098123,1858.0,1142.0,95677.0,151.0
bert,45362,16,2e-05,,7,,dev,,,,,0,,,,
bert,45362,16,2e-05,,7,,test,,0.9595140873826051,0.2017458777885548,0.15204678362573099,0.17340558566069195,2320.0,1646.0,93578.0,416.0
bert,45362,16,2e-05,,8,,dev,,,,,0,,,,
bert,45362,16,2e-05,,8,,test,,0.900926000972605,0.06743002544529263,0.2535885167464115,0.10653266331658291,1716.0,8063.0,88342.0,583.0
bert,45362,16,2e-05,,9,,dev,,,,,0,,,,
bert,45362,16,2e-05,,9,,test,,0.8638756826843739,0.07564353454764414,0.38923315259488767,0.1266700277287623,1577.0,12281.0,86941.0,1005.0
bert,45362,16,2e-05,,10,,dev,,,,,0,,,,
bert,45362,16,2e-05,,10,,test,,0.9697683508887426,0.16323529411764706,0.10973801285219971,0.13124445758202777,1801.0,1138.0,94055.0,222.0
