model,sampler,seed,bs,lr,model_loc,fold,epoch,set_type,loss,fn,fp,tn,tp,acc,prec,rec,f1,voter
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f8_v2,8,,dev,,64,69,602,62,0.8331242158092849,0.4732824427480916,0.49206349206349204,0.48249027237354086,2.0
rob_base,sequential,55,16,1e-05,,8,,test,,60,58,625,45,0.850253807106599,0.4368932038834951,0.42857142857142855,0.43269230769230765,2.0
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f8_v3,8,,dev,,86,50,620,32,0.8274111675126904,0.3902439024390244,0.2711864406779661,0.32,3.0
rob_base,sequential,55,16,1e-05,,8,,test,,74,40,643,31,0.8553299492385786,0.43661971830985913,0.29523809523809524,0.35227272727272735,3.0
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f8_v4,8,,dev,,73,53,619,64,0.8442521631644005,0.5470085470085471,0.46715328467153283,0.5039370078740157,4.0
rob_base,sequential,55,16,1e-05,,8,,test,,71,45,638,34,0.8527918781725888,0.43037974683544306,0.3238095238095238,0.3695652173913044,4.0
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f8_v5,8,,dev,0.28277037146702483,77,52,650,54,0.8451380552220888,0.5094339622641509,0.4122137404580153,0.4556962025316456,5.0
rob_base,sequential,55,16,1e-05,,8,,test,,68,57,626,37,0.8413705583756346,0.39361702127659576,0.3523809523809524,0.3718592964824121,5.0
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f8_v6,8,,dev,0.22286132227935992,54,49,626,51,0.867948717948718,0.51,0.4857142857142857,0.4975609756097561,6.0
rob_base,sequential,55,16,1e-05,,8,,test,,68,59,624,37,0.8388324873096447,0.3854166666666667,0.3523809523809524,0.36815920398009955,6.0
rob_base,sequential,55,16,1e-05,,8,,test,,67,53,630,38,0.8477157360406091,0.4175824175824176,0.3619047619047619,0.3877551020408163,maj_vote
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f9_v0,9,,dev,,68,58,606,49,0.8386683738796414,0.45794392523364486,0.4188034188034188,0.4375,0.0
rob_base,sequential,55,16,1e-05,,9,,test,,79,53,630,42,0.835820895522388,0.4421052631578947,0.34710743801652894,0.3888888888888889,0.0
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f9_v1,9,,dev,,67,64,607,59,0.835633626097867,0.4796747967479675,0.46825396825396826,0.47389558232931733,1.0
rob_base,sequential,55,16,1e-05,,9,,test,,84,55,628,37,0.8271144278606966,0.40217391304347827,0.30578512396694213,0.3474178403755869,1.0
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f9_v2,9,,dev,,86,68,602,32,0.8045685279187818,0.32,0.2711864406779661,0.29357798165137616,2.0
rob_base,sequential,55,16,1e-05,,9,,test,,86,45,638,35,0.8370646766169154,0.4375,0.2892561983471074,0.34825870646766166,2.0
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f9_v3,9,,dev,,70,91,581,67,0.8009888751545118,0.4240506329113924,0.48905109489051096,0.4542372881355932,3.0
rob_base,sequential,55,16,1e-05,,9,,test,,70,67,616,51,0.8296019900497512,0.4322033898305085,0.4214876033057851,0.4267782426778242,3.0
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f9_v4,9,,dev,,82,45,657,49,0.8475390156062425,0.5212765957446809,0.37404580152671757,0.43555555555555564,4.0
rob_base,sequential,55,16,1e-05,,9,,test,,94,35,648,27,0.8395522388059702,0.43548387096774194,0.2231404958677686,0.29508196721311475,4.0
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f9_v5,9,,dev,0.31712207800708714,50,63,612,55,0.8551282051282051,0.4661016949152542,0.5238095238095238,0.49327354260089684,5.0
rob_base,sequential,55,16,1e-05,,9,,test,,74,68,615,47,0.8233830845771144,0.40869565217391307,0.3884297520661157,0.3983050847457627,5.0
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f9_v6,9,,dev,0.3020278965402394,84,51,598,48,0.8271446862996159,0.48484848484848486,0.36363636363636365,0.4155844155844156,6.0
rob_base,sequential,55,16,1e-05,,9,,test,,75,52,631,46,0.8420398009950248,0.46938775510204084,0.38016528925619836,0.4200913242009133,6.0
rob_base,sequential,55,16,1e-05,,9,,test,,84,46,637,37,0.8383084577114428,0.4457831325301205,0.30578512396694213,0.3627450980392157,maj_vote
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f10_v0,10,,dev,,53,91,580,73,0.8193224592220828,0.4451219512195122,0.5793650793650794,0.503448275862069,0.0
rob_base,sequential,55,16,1e-05,,10,,test,,62,75,589,55,0.8245838668373879,0.4230769230769231,0.4700854700854701,0.4453441295546559,0.0
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f10_v1,10,,dev,,72,105,565,46,0.7753807106598984,0.304635761589404,0.3898305084745763,0.3420074349442379,1.0
rob_base,sequential,55,16,1e-05,,10,,test,,54,112,552,63,0.7874519846350833,0.36,0.5384615384615384,0.4315068493150685,1.0
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f10_v2,10,,dev,,54,110,562,83,0.7972805933250927,0.43005181347150256,0.6058394160583942,0.503030303030303,2.0
rob_base,sequential,55,16,1e-05,,10,,test,,60,83,581,57,0.8169014084507042,0.40714285714285714,0.48717948717948717,0.443579766536965,2.0
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f10_v3,10,,dev,,56,92,610,75,0.8223289315726291,0.4491017964071856,0.5725190839694656,0.5033557046979866,3.0
rob_base,sequential,55,16,1e-05,,10,,test,,60,95,569,57,0.8015364916773368,0.375,0.48717948717948717,0.42379182156133827,3.0
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f10_v4,10,,dev,,45,100,575,60,0.8141025641025641,0.375,0.5714285714285714,0.4528301886792453,4.0
rob_base,sequential,55,16,1e-05,,10,,test,,58,89,575,59,0.8117797695262484,0.39864864864864863,0.5042735042735043,0.4452830188679245,4.0
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f10_v5,10,,dev,0.3502606392241178,78,84,565,54,0.7925736235595391,0.391304347826087,0.4090909090909091,0.4,5.0
rob_base,sequential,55,16,1e-05,,10,,test,,64,99,565,53,0.7912932138284251,0.34868421052631576,0.452991452991453,0.39405204460966536,5.0
rob_base,sequential,55,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_55_bs16_lr1e-05_f10_v6,10,,dev,0.2828407295813835,77,62,625,52,0.8296568627450981,0.45614035087719296,0.40310077519379844,0.4279835390946502,6.0
rob_base,sequential,55,16,1e-05,,10,,test,,72,41,623,45,0.8553137003841229,0.5232558139534884,0.38461538461538464,0.4433497536945813,6.0
rob_base,sequential,55,16,1e-05,,10,,test,,63,81,583,54,0.8156209987195903,0.4,0.46153846153846156,0.42857142857142855,maj_vote
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f1_v0,1,,dev,0.19405929387547075,87,44,626,31,0.833756345177665,0.41333333333333333,0.2627118644067797,0.3212435233160622,0.0
rob_base,sequential,66,16,1e-05,,1,,test,,66,62,609,60,0.8393977415307403,0.4918032786885246,0.47619047619047616,0.48387096774193544,0.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f1_v1,1,,dev,0.3042217584275512,63,86,586,74,0.8158220024721878,0.4625,0.5401459854014599,0.4983164983164984,1.0
rob_base,sequential,66,16,1e-05,,1,,test,,56,91,580,70,0.8155583437892095,0.43478260869565216,0.5555555555555556,0.4878048780487805,1.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f1_v2,1,,dev,0.3016577585217935,74,58,644,57,0.8415366146458584,0.4956521739130435,0.4351145038167939,0.4634146341463415,2.0
rob_base,sequential,66,16,1e-05,,1,,test,,70,66,605,56,0.8293601003764115,0.45901639344262296,0.4444444444444444,0.4516129032258064,2.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f1_v3,1,,dev,0.31504633725620806,57,63,612,48,0.8461538461538461,0.43243243243243246,0.45714285714285713,0.4444444444444445,3.0
rob_base,sequential,66,16,1e-05,,1,,test,,64,77,594,62,0.823086574654956,0.4460431654676259,0.49206349206349204,0.4679245283018868,3.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f1_v4,1,,dev,0.2421924334205687,90,48,601,42,0.8233034571062741,0.4666666666666667,0.3181818181818182,0.3783783783783784,4.0
rob_base,sequential,66,16,1e-05,,1,,test,,62,60,611,64,0.8469259723964868,0.5161290322580645,0.5079365079365079,0.512,4.0
rob_base,sequential,66,16,1e-05,,1,,test,,61,65,606,65,0.8419071518193224,0.5,0.5158730158730159,0.5078125000000001,maj_vote
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f2_v0,2,,dev,0.19194043934681362,70,69,603,67,0.8281829419035847,0.49264705882352944,0.48905109489051096,0.4908424908424909,0.0
rob_base,sequential,66,16,1e-05,,2,,test,,84,55,615,34,0.8236040609137056,0.38202247191011235,0.288135593220339,0.3285024154589372,0.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f2_v1,2,,dev,0.17429279390928434,79,47,655,52,0.8487394957983193,0.5252525252525253,0.3969465648854962,0.45217391304347826,1.0
rob_base,sequential,66,16,1e-05,,2,,test,,87,53,617,31,0.8223350253807107,0.36904761904761907,0.2627118644067797,0.306930693069307,1.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f2_v2,2,,dev,0.19953193044536133,56,62,613,49,0.8487179487179487,0.44144144144144143,0.4666666666666667,0.45370370370370366,2.0
rob_base,sequential,66,16,1e-05,,2,,test,,88,66,604,30,0.8045685279187818,0.3125,0.2542372881355932,0.2803738317757009,2.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f2_v3,2,,dev,0.16227371836466684,83,55,594,49,0.8233034571062741,0.47115384615384615,0.3712121212121212,0.4152542372881356,3.0
rob_base,sequential,66,16,1e-05,,2,,test,,77,59,611,41,0.8274111675126904,0.41,0.3474576271186441,0.3761467889908257,3.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f2_v4,2,,dev,0.2091585047692434,78,58,629,51,0.8333333333333334,0.46788990825688076,0.3953488372093023,0.42857142857142855,4.0
rob_base,sequential,66,16,1e-05,,2,,test,,88,45,625,30,0.8312182741116751,0.4,0.2542372881355932,0.31088082901554404,4.0
rob_base,sequential,66,16,1e-05,,2,,test,,85,46,624,33,0.833756345177665,0.4177215189873418,0.2796610169491525,0.3350253807106599,maj_vote
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f3_v0,3,,dev,0.2531487492637502,80,47,655,51,0.8475390156062425,0.5204081632653061,0.3893129770992366,0.44541484716157204,0.0
rob_base,sequential,66,16,1e-05,,3,,test,,80,48,624,57,0.8417799752781211,0.5428571428571428,0.41605839416058393,0.4710743801652893,0.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f3_v1,3,,dev,0.22740528783760966,69,40,635,36,0.8602564102564103,0.47368421052631576,0.34285714285714286,0.3977900552486187,1.0
rob_base,sequential,66,16,1e-05,,3,,test,,77,52,620,60,0.8405438813349815,0.5357142857142857,0.43795620437956206,0.4819277108433735,1.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f3_v2,3,,dev,0.17262640465516596,88,47,602,44,0.8271446862996159,0.4835164835164835,0.3333333333333333,0.39461883408071746,2.0
rob_base,sequential,66,16,1e-05,,3,,test,,72,60,612,65,0.8368355995055624,0.52,0.4744525547445255,0.4961832061068702,2.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f3_v3,3,,dev,0.1754655420160864,79,56,631,50,0.8345588235294118,0.4716981132075472,0.3875968992248062,0.425531914893617,3.0
rob_base,sequential,66,16,1e-05,,3,,test,,78,63,609,59,0.8257107540173053,0.48360655737704916,0.4306569343065693,0.4555984555984555,3.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f3_v4,3,,dev,0.19231593210184783,58,64,619,47,0.8451776649746193,0.42342342342342343,0.44761904761904764,0.4351851851851852,4.0
rob_base,sequential,66,16,1e-05,,3,,test,,76,69,603,61,0.8207663782447466,0.46923076923076923,0.44525547445255476,0.45692883895131087,4.0
rob_base,sequential,66,16,1e-05,,3,,test,,77,51,621,60,0.8417799752781211,0.5405405405405406,0.43795620437956206,0.4838709677419355,maj_vote
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f4_v0,4,,dev,0.20130927187750985,60,56,619,45,0.8512820512820513,0.44554455445544555,0.42857142857142855,0.4368932038834951,0.0
rob_base,sequential,66,16,1e-05,,4,,test,,78,42,660,53,0.8559423769507803,0.5578947368421052,0.40458015267175573,0.4690265486725664,0.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f4_v1,4,,dev,0.22848229106496926,86,55,594,46,0.8194622279129321,0.45544554455445546,0.3484848484848485,0.3948497854077253,1.0
rob_base,sequential,66,16,1e-05,,4,,test,,78,50,652,53,0.8463385354141657,0.5145631067961165,0.40458015267175573,0.452991452991453,1.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f4_v2,4,,dev,0.31189023282830464,77,53,634,52,0.8406862745098039,0.49523809523809526,0.40310077519379844,0.4444444444444444,2.0
rob_base,sequential,66,16,1e-05,,4,,test,,87,36,666,44,0.8523409363745498,0.55,0.33587786259541985,0.4170616113744076,2.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f4_v3,4,,dev,0.18124654401917403,67,45,638,38,0.8578680203045685,0.4578313253012048,0.3619047619047619,0.40425531914893614,3.0
rob_base,sequential,66,16,1e-05,,4,,test,,79,49,653,52,0.8463385354141657,0.5148514851485149,0.3969465648854962,0.4482758620689655,3.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f4_v4,4,,dev,0.18344456649922605,87,39,644,34,0.8432835820895522,0.4657534246575342,0.2809917355371901,0.3505154639175257,4.0
rob_base,sequential,66,16,1e-05,,4,,test,,80,46,656,51,0.8487394957983193,0.5257731958762887,0.3893129770992366,0.4473684210526316,4.0
rob_base,sequential,66,16,1e-05,,4,,test,,80,41,661,51,0.8547418967587035,0.5543478260869565,0.3893129770992366,0.45739910313901344,maj_vote
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f5_v0,5,,dev,0.23783664103420893,54,149,500,78,0.7400768245838668,0.3436123348017621,0.5909090909090909,0.4345403899721449,0.0
rob_base,sequential,66,16,1e-05,,5,,test,,31,155,520,74,0.7615384615384615,0.3231441048034934,0.7047619047619048,0.44311377245508976,0.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f5_v1,5,,dev,0.25719362038904264,58,122,565,71,0.7794117647058824,0.36787564766839376,0.5503875968992248,0.4409937888198757,1.0
rob_base,sequential,66,16,1e-05,,5,,test,,41,109,566,64,0.8076923076923077,0.3699421965317919,0.6095238095238096,0.46043165467625896,1.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f5_v2,5,,dev,0.3258905093977576,61,56,627,44,0.8515228426395939,0.44,0.41904761904761906,0.4292682926829269,2.0
rob_base,sequential,66,16,1e-05,,5,,test,,54,69,606,51,0.8423076923076923,0.425,0.4857142857142857,0.45333333333333337,2.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f5_v3,5,,dev,0.2885300039965659,59,99,584,62,0.8034825870646766,0.38509316770186336,0.512396694214876,0.4397163120567376,3.0
rob_base,sequential,66,16,1e-05,,5,,test,,38,103,572,67,0.8192307692307692,0.3941176470588235,0.638095238095238,0.48727272727272725,3.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f5_v4,5,,dev,0.24889178311178214,63,86,578,54,0.8092189500640204,0.38571428571428573,0.46153846153846156,0.4202334630350194,4.0
rob_base,sequential,66,16,1e-05,,5,,test,,40,112,563,65,0.8051282051282052,0.3672316384180791,0.6190476190476191,0.46099290780141844,4.0
rob_base,sequential,66,16,1e-05,,5,,test,,40,101,574,65,0.8192307692307692,0.39156626506024095,0.6190476190476191,0.4797047970479705,maj_vote
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f6_v0,6,,dev,0.2222652929860697,63,84,603,66,0.8198529411764706,0.44,0.5116279069767442,0.4731182795698925,0.0
rob_base,sequential,66,16,1e-05,,6,,test,,81,76,573,51,0.7989756722151088,0.4015748031496063,0.38636363636363635,0.3938223938223938,0.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f6_v1,6,,dev,0.1908536198411945,60,61,622,45,0.8464467005076142,0.42452830188679247,0.42857142857142855,0.4265402843601896,1.0
rob_base,sequential,66,16,1e-05,,6,,test,,94,56,593,38,0.8079385403329066,0.40425531914893614,0.2878787878787879,0.336283185840708,1.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f6_v2,6,,dev,0.2902088779676706,75,58,625,46,0.8345771144278606,0.4423076923076923,0.38016528925619836,0.40888888888888886,2.0
rob_base,sequential,66,16,1e-05,,6,,test,,85,55,594,47,0.8207426376440461,0.46078431372549017,0.3560606060606061,0.4017094017094017,2.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f6_v3,6,,dev,0.23742821182767648,58,93,571,59,0.8066581306017926,0.3881578947368421,0.5042735042735043,0.4386617100371747,3.0
rob_base,sequential,66,16,1e-05,,6,,test,,68,93,556,64,0.793854033290653,0.40764331210191085,0.48484848484848486,0.4429065743944637,3.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f6_v4,6,,dev,0.15526979005429895,56,63,608,70,0.8506900878293601,0.5263157894736842,0.5555555555555556,0.5405405405405405,4.0
rob_base,sequential,66,16,1e-05,,6,,test,,87,54,595,45,0.8194622279129321,0.45454545454545453,0.3409090909090909,0.3896103896103896,4.0
rob_base,sequential,66,16,1e-05,,6,,test,,85,55,594,47,0.8207426376440461,0.46078431372549017,0.3560606060606061,0.4017094017094017,maj_vote
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f7_v0,7,,dev,0.2500729475422461,71,41,642,34,0.8578680203045685,0.4533333333333333,0.3238095238095238,0.37777777777777777,0.0
rob_base,sequential,66,16,1e-05,,7,,test,,75,40,647,54,0.8590686274509803,0.574468085106383,0.4186046511627907,0.484304932735426,0.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f7_v1,7,,dev,0.19395772824017096,80,53,630,41,0.8345771144278606,0.43617021276595747,0.33884297520661155,0.3813953488372093,1.0
rob_base,sequential,66,16,1e-05,,7,,test,,72,64,623,57,0.8333333333333334,0.47107438016528924,0.4418604651162791,0.45599999999999996,1.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f7_v2,7,,dev,0.21002402648628504,75,38,626,42,0.8553137003841229,0.525,0.358974358974359,0.4263959390862944,2.0
rob_base,sequential,66,16,1e-05,,7,,test,,72,62,625,57,0.8357843137254902,0.4789915966386555,0.4418604651162791,0.45967741935483875,2.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f7_v3,7,,dev,0.1907138390906492,69,49,622,57,0.8519447929736512,0.5377358490566038,0.4523809523809524,0.4913793103448276,3.0
rob_base,sequential,66,16,1e-05,,7,,test,,77,60,627,52,0.8321078431372549,0.4642857142857143,0.40310077519379844,0.4315352697095436,3.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f7_v4,7,,dev,0.19572430270208152,88,50,620,30,0.8248730964467005,0.375,0.2542372881355932,0.30303030303030304,4.0
rob_base,sequential,66,16,1e-05,,7,,test,,77,59,628,52,0.8333333333333334,0.46846846846846846,0.40310077519379844,0.43333333333333335,4.0
rob_base,sequential,66,16,1e-05,,7,,test,,72,56,631,57,0.8431372549019608,0.504424778761062,0.4418604651162791,0.4710743801652893,maj_vote
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f8_v0,8,,dev,0.2636543953139335,76,54,629,45,0.8383084577114428,0.45454545454545453,0.371900826446281,0.4090909090909091,0.0
rob_base,sequential,66,16,1e-05,,8,,test,,69,58,625,36,0.8388324873096447,0.3829787234042553,0.34285714285714286,0.36180904522613067,0.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f8_v1,8,,dev,0.20010522699118255,75,41,623,42,0.8514724711907811,0.5060240963855421,0.358974358974359,0.42000000000000004,1.0
rob_base,sequential,66,16,1e-05,,8,,test,,66,57,626,39,0.8439086294416244,0.40625,0.37142857142857144,0.3880597014925374,1.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f8_v2,8,,dev,0.21329778821207582,68,64,607,58,0.8343789209535759,0.47540983606557374,0.4603174603174603,0.4677419354838709,2.0
rob_base,sequential,66,16,1e-05,,8,,test,,61,60,623,44,0.8464467005076142,0.4230769230769231,0.41904761904761906,0.4210526315789474,2.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f8_v3,8,,dev,0.20159917112504902,89,48,622,29,0.8261421319796954,0.37662337662337664,0.2457627118644068,0.29743589743589743,3.0
rob_base,sequential,66,16,1e-05,,8,,test,,68,47,636,37,0.8540609137055838,0.44047619047619047,0.3523809523809524,0.3915343915343915,3.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f8_v4,8,,dev,0.2622594984999874,78,58,614,59,0.8318912237330037,0.5042735042735043,0.4306569343065693,0.4645669291338582,4.0
rob_base,sequential,66,16,1e-05,,8,,test,,72,40,643,33,0.8578680203045685,0.4520547945205479,0.3142857142857143,0.3707865168539325,4.0
rob_base,sequential,66,16,1e-05,,8,,test,,64,49,634,41,0.8565989847715736,0.45555555555555555,0.3904761904761905,0.4205128205128205,maj_vote
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f9_v0,9,,dev,0.3074049646873027,70,61,603,47,0.8322663252240717,0.4351851851851852,0.4017094017094017,0.41777777777777775,0.0
rob_base,sequential,66,16,1e-05,,9,,test,,78,64,619,43,0.8233830845771144,0.40186915887850466,0.35537190082644626,0.3771929824561403,0.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f9_v1,9,,dev,0.3810086297361474,70,59,612,56,0.8381430363864492,0.48695652173913045,0.4444444444444444,0.4647302904564315,1.0
rob_base,sequential,66,16,1e-05,,9,,test,,89,48,635,32,0.8296019900497512,0.4,0.2644628099173554,0.31840796019900497,1.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f9_v2,9,,dev,0.2335594379901886,86,45,625,32,0.833756345177665,0.4155844155844156,0.2711864406779661,0.3282051282051282,2.0
rob_base,sequential,66,16,1e-05,,9,,test,,85,41,642,36,0.8432835820895522,0.4675324675324675,0.2975206611570248,0.3636363636363636,2.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f9_v3,9,,dev,0.2520644576592961,78,53,619,59,0.8380716934487021,0.5267857142857143,0.4306569343065693,0.4738955823293173,3.0
rob_base,sequential,66,16,1e-05,,9,,test,,91,33,650,30,0.845771144278607,0.47619047619047616,0.24793388429752067,0.32608695652173914,3.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f9_v4,9,,dev,0.2508714755044626,85,27,675,46,0.865546218487395,0.6301369863013698,0.3511450381679389,0.4509803921568627,4.0
rob_base,sequential,66,16,1e-05,,9,,test,,100,25,658,21,0.8445273631840796,0.45652173913043476,0.17355371900826447,0.25149700598802394,4.0
rob_base,sequential,66,16,1e-05,,9,,test,,92,35,648,29,0.8420398009950248,0.453125,0.2396694214876033,0.31351351351351353,maj_vote
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f10_v0,10,,dev,0.19910901796072722,68,42,629,58,0.8619824341279799,0.58,0.4603174603174603,0.5132743362831858,0.0
rob_base,sequential,66,16,1e-05,,10,,test,,81,41,623,36,0.8437900128040973,0.4675324675324675,0.3076923076923077,0.37113402061855677,0.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f10_v1,10,,dev,0.24759333435343833,77,103,567,41,0.7715736040609137,0.2847222222222222,0.3474576271186441,0.3129770992366412,1.0
rob_base,sequential,66,16,1e-05,,10,,test,,60,93,571,57,0.8040973111395646,0.38,0.48717948717948717,0.4269662921348315,1.0
rob_base,sequential,66,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_66_bs16_lr1e-05_f10_v2,10,,dev,0.26164346473291517,60,101,571,77,0.8009888751545118,0.43258426966292135,0.5620437956204379,0.4888888888888889,2.0
rob_base,sequential,66,16,1e-05,,10,,test,,65,69,595,52,0.8284250960307298,0.4297520661157025,0.4444444444444444,0.4369747899159664,2.0
