model,sampler,seed,bs,lr,model_loc,fold,epoch,set_type,loss,fn,fp,tn,tp,acc,prec,rec,f1,voter
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f1_v0,1,,dev,,83,45,625,35,0.8375634517766497,0.4375,0.2966101694915254,0.3535353535353535,0.0
rob_base,sequential,11,16,1e-05,,1,,test,,72,58,613,54,0.8368883312421581,0.48214285714285715,0.42857142857142855,0.45378151260504196,0.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f1_v1,1,,dev,,71,62,610,66,0.8355995055624228,0.515625,0.48175182481751827,0.4981132075471698,1.0
rob_base,sequential,11,16,1e-05,,1,,test,,67,85,586,59,0.8092848180677541,0.4097222222222222,0.46825396825396826,0.437037037037037,1.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f1_v2,1,,dev,,72,50,652,59,0.8535414165666266,0.5412844036697247,0.45038167938931295,0.49166666666666664,2.0
rob_base,sequential,11,16,1e-05,,1,,test,,61,66,605,65,0.8406524466750314,0.4961832061068702,0.5158730158730159,0.5058365758754864,2.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f1_v3,1,,dev,,61,49,626,44,0.8589743589743589,0.4731182795698925,0.41904761904761906,0.4444444444444444,3.0
rob_base,sequential,11,16,1e-05,,1,,test,,73,69,602,53,0.821831869510665,0.4344262295081967,0.42063492063492064,0.4274193548387097,3.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f1_v4,1,,dev,,89,35,614,43,0.8412291933418694,0.5512820512820513,0.32575757575757575,0.4095238095238095,4.0
rob_base,sequential,11,16,1e-05,,1,,test,,68,61,610,58,0.8381430363864492,0.48739495798319327,0.4603174603174603,0.473469387755102,4.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f1_v5,1,,dev,0.32806034192405453,70,78,609,59,0.8186274509803921,0.4306569343065693,0.4573643410852713,0.44360902255639095,5.0
rob_base,sequential,11,16,1e-05,,1,,test,,64,85,586,62,0.8130489335006273,0.4217687074829932,0.49206349206349204,0.45421245421245415,5.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f1_v6,1,,dev,0.28045446874573826,71,38,645,34,0.8616751269035533,0.4722222222222222,0.3238095238095238,0.38418079096045193,6.0
rob_base,sequential,11,16,1e-05,,1,,test,,77,43,628,49,0.849435382685069,0.532608695652174,0.3888888888888889,0.4495412844036697,6.0
rob_base,sequential,11,16,1e-05,,1,,test,,68,54,617,58,0.8469259723964868,0.5178571428571429,0.4603174603174603,0.48739495798319327,maj_vote
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f2_v0,2,,dev,,70,72,600,67,0.8244746600741656,0.48201438848920863,0.48905109489051096,0.4855072463768116,0.0
rob_base,sequential,11,16,1e-05,,2,,test,,85,62,608,33,0.8134517766497462,0.3473684210526316,0.2796610169491525,0.3098591549295775,0.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f2_v1,2,,dev,,78,57,645,53,0.8379351740696278,0.4818181818181818,0.40458015267175573,0.43983402489626555,1.0
rob_base,sequential,11,16,1e-05,,2,,test,,87,55,615,31,0.8197969543147208,0.36046511627906974,0.2627118644067797,0.303921568627451,1.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f2_v2,2,,dev,,56,58,617,49,0.8538461538461538,0.45794392523364486,0.4666666666666667,0.4622641509433962,2.0
rob_base,sequential,11,16,1e-05,,2,,test,,89,56,614,29,0.815989847715736,0.3411764705882353,0.2457627118644068,0.28571428571428575,2.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f2_v3,2,,dev,0.206632686611683,88,56,593,44,0.8156209987195903,0.44,0.3333333333333333,0.37931034482758624,3.0
rob_base,sequential,11,16,1e-05,,2,,test,,85,58,612,33,0.8185279187817259,0.3626373626373626,0.2796610169491525,0.3157894736842105,3.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f2_v4,2,,dev,0.24071772037106648,80,54,633,49,0.8357843137254902,0.47572815533980584,0.3798449612403101,0.4224137931034483,4.0
rob_base,sequential,11,16,1e-05,,2,,test,,92,47,623,26,0.8236040609137056,0.3561643835616438,0.22033898305084745,0.27225130890052357,4.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f2_v5,2,,dev,0.21197124428471129,64,54,629,41,0.850253807106599,0.43157894736842106,0.3904761904761905,0.41000000000000003,5.0
rob_base,sequential,11,16,1e-05,,2,,test,,85,55,615,33,0.8223350253807107,0.375,0.2796610169491525,0.32038834951456313,5.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f2_v6,2,,dev,0.26724510110914707,85,27,656,36,0.8606965174129353,0.5714285714285714,0.2975206611570248,0.391304347826087,6.0
rob_base,sequential,11,16,1e-05,,2,,test,,91,34,636,27,0.8413705583756346,0.4426229508196721,0.2288135593220339,0.3016759776536313,6.0
rob_base,sequential,11,16,1e-05,,2,,test,,87,50,620,31,0.8261421319796954,0.38271604938271603,0.2627118644067797,0.31155778894472363,maj_vote
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f3_v0,3,,dev,,82,34,668,49,0.8607442977190877,0.5903614457831325,0.37404580152671757,0.45794392523364486,0.0
rob_base,sequential,11,16,1e-05,,3,,test,,72,54,618,65,0.8442521631644005,0.5462184873949579,0.4744525547445255,0.5078124999999999,0.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f3_v1,3,,dev,,61,52,623,44,0.8551282051282051,0.4583333333333333,0.41904761904761906,0.4378109452736318,1.0
rob_base,sequential,11,16,1e-05,,3,,test,,75,61,611,62,0.8318912237330037,0.5040650406504065,0.45255474452554745,0.4769230769230769,1.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f3_v2,3,,dev,,92,51,598,40,0.8169014084507042,0.43956043956043955,0.30303030303030304,0.3587443946188341,2.0
rob_base,sequential,11,16,1e-05,,3,,test,,77,60,612,60,0.830655129789864,0.5,0.43795620437956206,0.4669260700389105,2.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f3_v3,3,,dev,0.21443309831041232,82,49,638,47,0.8394607843137255,0.4895833333333333,0.3643410852713178,0.4177777777777778,3.0
rob_base,sequential,11,16,1e-05,,3,,test,,77,59,613,60,0.8318912237330037,0.5042016806722689,0.43795620437956206,0.46875,3.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f3_v4,3,,dev,0.26035722153714125,69,45,638,36,0.8553299492385786,0.4444444444444444,0.34285714285714286,0.3870967741935484,4.0
rob_base,sequential,11,16,1e-05,,3,,test,,72,63,609,65,0.8331273176761433,0.5078125,0.4744525547445255,0.49056603773584906,4.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f3_v5,3,,dev,0.18418350256043464,89,49,634,32,0.8283582089552238,0.3950617283950617,0.2644628099173554,0.31683168316831684,5.0
rob_base,sequential,11,16,1e-05,,3,,test,,75,65,607,62,0.826946847960445,0.4881889763779528,0.45255474452554745,0.4696969696969697,5.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f3_v6,3,,dev,0.2327616501506418,69,47,617,48,0.8514724711907811,0.5052631578947369,0.41025641025641024,0.45283018867924524,6.0
rob_base,sequential,11,16,1e-05,,3,,test,,73,74,598,64,0.8182941903584673,0.463768115942029,0.46715328467153283,0.46545454545454545,6.0
rob_base,sequential,11,16,1e-05,,3,,test,,74,63,609,63,0.830655129789864,0.5,0.45985401459854014,0.4790874524714829,maj_vote
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f4_v0,4,,dev,,56,59,616,49,0.8525641025641025,0.4537037037037037,0.4666666666666667,0.46009389671361506,0.0
rob_base,sequential,11,16,1e-05,,4,,test,,75,53,649,56,0.8463385354141657,0.5137614678899083,0.42748091603053434,0.4666666666666667,0.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f4_v1,4,,dev,,88,50,599,44,0.8233034571062741,0.46808510638297873,0.3333333333333333,0.3893805309734514,1.0
rob_base,sequential,11,16,1e-05,,4,,test,,81,48,654,50,0.8451380552220888,0.5102040816326531,0.3816793893129771,0.4366812227074236,1.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f4_v2,4,,dev,,79,64,623,50,0.8247549019607843,0.43859649122807015,0.3875968992248062,0.4115226337448559,2.0
rob_base,sequential,11,16,1e-05,,4,,test,,81,56,646,50,0.8355342136854742,0.4716981132075472,0.3816793893129771,0.4219409282700422,2.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f4_v3,4,,dev,0.19875365091328645,61,51,632,44,0.8578680203045685,0.4631578947368421,0.41904761904761906,0.44,3.0
rob_base,sequential,11,16,1e-05,,4,,test,,73,58,644,58,0.8427370948379351,0.5,0.44274809160305345,0.46963562753036436,3.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f4_v4,4,,dev,0.20023666748246857,77,50,633,44,0.8420398009950248,0.46808510638297873,0.36363636363636365,0.40930232558139534,4.0
rob_base,sequential,11,16,1e-05,,4,,test,,69,55,647,62,0.851140456182473,0.5299145299145299,0.4732824427480916,0.5,4.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f4_v5,4,,dev,0.3586819841521769,77,30,634,40,0.8629961587708067,0.5714285714285714,0.3418803418803419,0.42780748663101603,5.0
rob_base,sequential,11,16,1e-05,,4,,test,,88,32,670,43,0.8559423769507803,0.5733333333333334,0.3282442748091603,0.4174757281553398,5.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f4_v6,4,,dev,0.1904359995985699,65,67,604,61,0.8343789209535759,0.4765625,0.48412698412698413,0.48031496062992124,6.0
rob_base,sequential,11,16,1e-05,,4,,test,,75,51,651,56,0.8487394957983193,0.5233644859813084,0.42748091603053434,0.47058823529411764,6.0
rob_base,sequential,11,16,1e-05,,4,,test,,77,43,659,54,0.8559423769507803,0.5567010309278351,0.4122137404580153,0.4736842105263158,maj_vote
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f5_v0,5,,dev,,63,136,513,69,0.7451984635083226,0.33658536585365856,0.5227272727272727,0.40949554896142426,0.0
rob_base,sequential,11,16,1e-05,,5,,test,,35,142,533,70,0.7730769230769231,0.330188679245283,0.6666666666666666,0.44164037854889593,0.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f5_v1,5,,dev,,60,109,578,69,0.7928921568627451,0.38764044943820225,0.5348837209302325,0.4495114006514658,1.0
rob_base,sequential,11,16,1e-05,,5,,test,,45,107,568,60,0.8051282051282052,0.3592814371257485,0.5714285714285714,0.44117647058823534,1.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f5_v2,5,,dev,,49,94,589,56,0.8185279187817259,0.37333333333333335,0.5333333333333333,0.4392156862745098,2.0
rob_base,sequential,11,16,1e-05,,5,,test,,40,100,575,65,0.8205128205128205,0.3939393939393939,0.6190476190476191,0.48148148148148145,2.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f5_v3,5,,dev,0.2744503302592784,55,107,576,66,0.7985074626865671,0.3815028901734104,0.5454545454545454,0.4489795918367347,3.0
rob_base,sequential,11,16,1e-05,,5,,test,,45,106,569,60,0.8064102564102564,0.3614457831325301,0.5714285714285714,0.44280442804428044,3.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f5_v4,5,,dev,0.32657138974477823,76,35,629,41,0.8578745198463509,0.5394736842105263,0.3504273504273504,0.4248704663212435,4.0
rob_base,sequential,11,16,1e-05,,5,,test,,65,44,631,40,0.8602564102564103,0.47619047619047616,0.38095238095238093,0.42328042328042326,4.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f5_v5,5,,dev,0.16469055057503282,72,55,616,54,0.8406524466750314,0.4954128440366973,0.42857142857142855,0.45957446808510644,5.0
rob_base,sequential,11,16,1e-05,,5,,test,,64,57,618,41,0.8448717948717949,0.41836734693877553,0.3904761904761905,0.40394088669950734,5.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f5_v6,5,,dev,0.31386490883375345,75,92,578,43,0.7880710659898477,0.31851851851851853,0.3644067796610169,0.33992094861660077,6.0
rob_base,sequential,11,16,1e-05,,5,,test,,47,84,591,58,0.8320512820512821,0.4084507042253521,0.5523809523809524,0.4696356275303644,6.0
rob_base,sequential,11,16,1e-05,,5,,test,,46,90,585,59,0.8256410256410256,0.3959731543624161,0.5619047619047619,0.4645669291338582,maj_vote
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f6_v0,6,,dev,,67,69,618,62,0.8333333333333334,0.4732824427480916,0.4806201550387597,0.4769230769230769,0.0
rob_base,sequential,11,16,1e-05,,6,,test,,86,68,581,46,0.8028169014084507,0.40350877192982454,0.3484848484848485,0.37398373983739835,0.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f6_v1,6,,dev,,62,64,619,43,0.8401015228426396,0.40186915887850466,0.4095238095238095,0.40566037735849053,1.0
rob_base,sequential,11,16,1e-05,,6,,test,,83,63,586,49,0.8130601792573624,0.4375,0.3712121212121212,0.4016393442622951,1.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f6_v2,6,,dev,,83,55,628,38,0.8283582089552238,0.40860215053763443,0.3140495867768595,0.35514018691588783,2.0
rob_base,sequential,11,16,1e-05,,6,,test,,88,59,590,44,0.8117797695262484,0.42718446601941745,0.3333333333333333,0.3744680851063829,2.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f6_v3,6,,dev,0.23512493214219288,57,72,592,60,0.8348271446862996,0.45454545454545453,0.5128205128205128,0.48192771084337344,3.0
rob_base,sequential,11,16,1e-05,,6,,test,,71,93,556,61,0.7900128040973111,0.3961038961038961,0.4621212121212121,0.4265734265734266,3.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f6_v4,6,,dev,0.16286682525649668,56,75,596,70,0.835633626097867,0.4827586206896552,0.5555555555555556,0.5166051660516605,4.0
rob_base,sequential,11,16,1e-05,,6,,test,,85,50,599,47,0.8271446862996159,0.4845360824742268,0.3560606060606061,0.41048034934497823,4.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f6_v5,6,,dev,0.2953692603847035,80,60,610,38,0.8223350253807107,0.3877551020408163,0.3220338983050847,0.3518518518518518,5.0
rob_base,sequential,11,16,1e-05,,6,,test,,86,62,587,46,0.8104993597951344,0.42592592592592593,0.3484848484848485,0.38333333333333336,5.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f6_v6,6,,dev,0.24566439910791815,72,76,596,65,0.8170580964153276,0.46099290780141844,0.4744525547445255,0.4676258992805755,6.0
rob_base,sequential,11,16,1e-05,,6,,test,,86,73,576,46,0.7964148527528809,0.3865546218487395,0.3484848484848485,0.3665338645418326,6.0
rob_base,sequential,11,16,1e-05,,6,,test,,84,63,586,48,0.8117797695262484,0.43243243243243246,0.36363636363636365,0.39506172839506176,maj_vote
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f7_v0,7,,dev,,71,60,623,34,0.833756345177665,0.3617021276595745,0.3238095238095238,0.3417085427135679,0.0
rob_base,sequential,11,16,1e-05,,7,,test,,75,61,626,54,0.8333333333333334,0.46956521739130436,0.4186046511627907,0.4426229508196721,0.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f7_v1,7,,dev,,93,33,650,28,0.8432835820895522,0.45901639344262296,0.23140495867768596,0.30769230769230776,1.0
rob_base,sequential,11,16,1e-05,,7,,test,,81,53,634,48,0.8357843137254902,0.4752475247524752,0.37209302325581395,0.4173913043478261,1.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f7_v2,7,,dev,,77,44,620,40,0.8450704225352113,0.47619047619047616,0.3418803418803419,0.39800995024875624,2.0
rob_base,sequential,11,16,1e-05,,7,,test,,83,58,629,46,0.8272058823529411,0.4423076923076923,0.35658914728682173,0.39484978540772536,2.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f7_v3,7,,dev,0.2016791278618065,70,53,618,56,0.8456712672521958,0.5137614678899083,0.4444444444444444,0.47659574468085103,3.0
rob_base,sequential,11,16,1e-05,,7,,test,,72,69,618,57,0.8272058823529411,0.4523809523809524,0.4418604651162791,0.4470588235294118,3.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f7_v4,7,,dev,0.24471259025628106,90,52,618,28,0.8197969543147208,0.35,0.23728813559322035,0.2828282828282828,4.0
rob_base,sequential,11,16,1e-05,,7,,test,,78,52,635,51,0.8406862745098039,0.49514563106796117,0.3953488372093023,0.4396551724137931,4.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f7_v5,7,,dev,0.1887853625664483,79,67,605,58,0.8195302843016069,0.464,0.4233576642335766,0.44274809160305345,5.0
rob_base,sequential,11,16,1e-05,,7,,test,,75,65,622,54,0.8284313725490197,0.453781512605042,0.4186046511627907,0.43548387096774194,5.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f7_v6,7,,dev,0.23258273106896216,72,54,648,59,0.8487394957983193,0.5221238938053098,0.45038167938931295,0.4836065573770492,6.0
rob_base,sequential,11,16,1e-05,,7,,test,,80,50,637,49,0.8406862745098039,0.494949494949495,0.3798449612403101,0.4298245614035088,6.0
rob_base,sequential,11,16,1e-05,,7,,test,,77,53,634,52,0.8406862745098039,0.49523809523809526,0.40310077519379844,0.4444444444444444,maj_vote
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f8_v0,8,,dev,,77,55,628,44,0.835820895522388,0.4444444444444444,0.36363636363636365,0.39999999999999997,0.0
rob_base,sequential,11,16,1e-05,,8,,test,,68,56,627,37,0.8426395939086294,0.3978494623655914,0.3523809523809524,0.37373737373737376,0.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f8_v1,8,,dev,,75,49,615,42,0.8412291933418694,0.46153846153846156,0.358974358974359,0.4038461538461539,1.0
rob_base,sequential,11,16,1e-05,,8,,test,,67,62,621,38,0.8362944162436549,0.38,0.3619047619047619,0.37073170731707317,1.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f8_v2,8,,dev,,70,65,606,56,0.8306148055207027,0.4628099173553719,0.4444444444444444,0.4534412955465587,2.0
rob_base,sequential,11,16,1e-05,,8,,test,,67,58,625,38,0.8413705583756346,0.3958333333333333,0.3619047619047619,0.3781094527363184,2.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f8_v3,8,,dev,0.1910161180212685,86,43,627,32,0.8362944162436549,0.4266666666666667,0.2711864406779661,0.3316062176165803,3.0
rob_base,sequential,11,16,1e-05,,8,,test,,71,51,632,34,0.8451776649746193,0.4,0.3238095238095238,0.35789473684210527,3.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f8_v4,8,,dev,0.2643793078984384,75,65,607,62,0.826946847960445,0.4881889763779528,0.45255474452554745,0.4696969696969697,4.0
rob_base,sequential,11,16,1e-05,,8,,test,,72,51,632,33,0.8439086294416244,0.39285714285714285,0.3142857142857143,0.34920634920634924,4.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f8_v5,8,,dev,0.27086596752530967,59,74,628,72,0.8403361344537815,0.4931506849315068,0.549618320610687,0.51985559566787,5.0
rob_base,sequential,11,16,1e-05,,8,,test,,64,84,599,41,0.8121827411167513,0.328,0.3904761904761905,0.3565217391304348,5.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f8_v6,8,,dev,0.20345140844955112,64,56,619,41,0.8461538461538461,0.422680412371134,0.3904761904761905,0.4059405940594059,6.0
rob_base,sequential,11,16,1e-05,,8,,test,,67,61,622,38,0.8375634517766497,0.3838383838383838,0.3619047619047619,0.37254901960784315,6.0
rob_base,sequential,11,16,1e-05,,8,,test,,66,57,626,39,0.8439086294416244,0.40625,0.37142857142857144,0.3880597014925374,maj_vote
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f9_v0,9,,dev,,62,99,565,55,0.793854033290653,0.35714285714285715,0.4700854700854701,0.40590405904059046,0.0
rob_base,sequential,11,16,1e-05,,9,,test,,69,85,598,52,0.8084577114427861,0.3795620437956204,0.4297520661157025,0.40310077519379844,0.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f9_v1,9,,dev,,69,45,626,57,0.8569636135508155,0.5588235294117647,0.4523809523809524,0.5,1.0
rob_base,sequential,11,16,1e-05,,9,,test,,90,32,651,31,0.8482587064676617,0.49206349206349204,0.256198347107438,0.3369565217391304,1.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f9_v2,9,,dev,,86,46,624,32,0.8324873096446701,0.41025641025641024,0.2711864406779661,0.32653061224489793,2.0
rob_base,sequential,11,16,1e-05,,9,,test,,87,44,639,34,0.8370646766169154,0.4358974358974359,0.2809917355371901,0.3417085427135679,2.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f9_v3,9,,dev,0.26937049377391387,85,43,629,52,0.8417799752781211,0.5473684210526316,0.3795620437956204,0.44827586206896547,3.0
rob_base,sequential,11,16,1e-05,,9,,test,,92,32,651,29,0.845771144278607,0.47540983606557374,0.2396694214876033,0.3186813186813187,3.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f9_v4,9,,dev,0.18458878015278268,79,55,647,52,0.8391356542617047,0.48598130841121495,0.3969465648854962,0.4369747899159664,4.0
rob_base,sequential,11,16,1e-05,,9,,test,,89,35,648,32,0.845771144278607,0.47761194029850745,0.2644628099173554,0.34042553191489355,4.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f9_v5,9,,dev,0.1969469414371997,61,54,621,44,0.8525641025641025,0.4489795918367347,0.41904761904761906,0.43349753694581283,5.0
rob_base,sequential,11,16,1e-05,,9,,test,,89,49,634,32,0.8283582089552238,0.3950617283950617,0.2644628099173554,0.31683168316831684,5.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f9_v6,9,,dev,0.3030838165525347,70,88,561,62,0.7976952624839949,0.41333333333333333,0.4696969696969697,0.43971631205673756,6.0
rob_base,sequential,11,16,1e-05,,9,,test,,66,79,604,55,0.8196517412935324,0.41044776119402987,0.45454545454545453,0.43137254901960786,6.0
rob_base,sequential,11,16,1e-05,,9,,test,,89,35,648,32,0.845771144278607,0.47761194029850745,0.2644628099173554,0.34042553191489355,maj_vote
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f10_v0,10,,dev,,69,54,617,57,0.8456712672521958,0.5135135135135135,0.4523809523809524,0.48101265822784806,0.0
rob_base,sequential,11,16,1e-05,,10,,test,,76,38,626,41,0.8540332906530089,0.5189873417721519,0.3504273504273504,0.41836734693877553,0.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f10_v1,10,,dev,,90,37,633,28,0.8388324873096447,0.4307692307692308,0.23728813559322035,0.30601092896174864,1.0
rob_base,sequential,11,16,1e-05,,10,,test,,82,26,638,35,0.8617157490396927,0.5737704918032787,0.29914529914529914,0.3932584269662921,1.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f10_v2,10,,dev,,61,93,579,76,0.8096415327564895,0.44970414201183434,0.5547445255474452,0.49673202614379086,2.0
rob_base,sequential,11,16,1e-05,,10,,test,,66,67,597,51,0.8297055057618438,0.4322033898305085,0.4358974358974359,0.43404255319148943,2.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f10_v3,10,,dev,0.18823050122577042,71,45,657,60,0.8607442977190877,0.5714285714285714,0.4580152671755725,0.5084745762711863,3.0
rob_base,sequential,11,16,1e-05,,10,,test,,77,43,621,40,0.8463508322663252,0.4819277108433735,0.3418803418803419,0.4,3.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f10_v4,10,,dev,0.34653735273236647,46,98,577,59,0.8153846153846154,0.37579617834394907,0.5619047619047619,0.450381679389313,4.0
rob_base,sequential,11,16,1e-05,,10,,test,,63,85,579,54,0.8104993597951344,0.38848920863309355,0.46153846153846156,0.421875,4.0
rob_base,sequential,11,16,1e-05,models/checkpoints/Rob_majvote/rob_base_sequential_11_bs16_lr1e-05_f10_v5,10,,dev,0.3613970646369933,70,103,546,62,0.7784891165172856,0.37575757575757573,0.4696969696969697,0.41750841750841755,5.0
